,Topic,Count,Name,Representation
130,129,13,129_bible_dating_dovetail_mcneil,"['bible', 'dating', 'dovetail', 'mcneil', 'quotes', 'married', 'salter', 'evangelism', 'testament', 'man']"
131,130,13,130_rugby_cricket_wisden_cricketers,"['rugby', 'cricket', 'wisden', 'cricketers', 'almanack', 'installment', 'racing', 'sports', 'street', 'oven']"
132,131,12,131_pedal_sulfide_hydrogen_oil,"['pedal', 'sulfide', 'hydrogen', 'oil', 'gas', 'gift', 'elite', 'basket', 'denver', 'canada']"
133,132,12,132_viagra_saks_wholesale_china,"['viagra', 'saks', 'wholesale', 'china', 'item', '5th', 'designer', 'fashions', 'sales', 'online']"
134,133,12,133_emotional_my_codependents_gongura,"['emotional', 'my', 'codependents', 'gongura', 'relationship', 'they', 'her', 'manipulator', 'marzipan', 'god']"
135,134,11,134_corset_brocade_slimmer_waist,"['corset', 'brocade', 'slimmer', 'waist', 'shape', 'overbust', 'underbust', 'pattern', 'vested', 'waistline']"
136,135,11,135_sweatshirts_hoodies_hoodie_sweatshirt,"['sweatshirts', 'hoodies', 'hoodie', 'sweatshirt', 'made', 'carhartt', 'usa', 'petrol', 'crewneck', 'crewnecks']"
137,136,11,136_scholastic_vocabulary_skills_students,"['scholastic', 'vocabulary', 'skills', 'students', 'science', 'username', 'classroom', 'usernames', 'ks2', 'grammar']"
138,137,11,137_color_stock_gbp_3500,"['color', 'stock', 'gbp', '3500', 'item', 'blushsize', 'blacksize', 'bluesize', 'de', 'rdenes']"
139,138,11,138_pequenas_invenes_que_mudaram,"['pequenas', 'invenes', 'que', 'mudaram', 'view', 'lobdell', 'his', 'yoga', 'faith', 'religion']"
140,139,11,139_tv_internet_spectrum_grafton,"['tv', 'internet', 'spectrum', 'grafton', 'channels', 'metamora', 'providers', 'bulls', 'provider', 'cable']"
141,140,10,140_sounds_ms20_synthesizer_korg,"['sounds', 'ms20', 'synthesizer', 'korg', 'plugin', 'virtual', 'polysix', 'original', 'effects', 'm1']"
142,141,10,141_stag_venus_event_goeben,"['stag', 'venus', 'event', 'goeben', 'toys', 'your', 'ideas', 'von', 'awards', 'hen']"
143,142,10,142_matula_space_show_witchcraft,"['matula', 'space', 'show', 'witchcraft', 'of', 'the', 'trip', 'gulwali', 'spaceports', 'life']"
144,143,10,143_rechargeable_sl_cartel_3891,"['rechargeable', 'sl', 'cartel', '3891', 'he', 'his', 'zone', 'jorge', 'hated', 'led']"
145,144,10,144_fluctuations_currencies_prices_subject,"['fluctuations', 'currencies', 'prices', 'subject', 'metal', 'change', 'based', 'lafonns', 'lassaire', 'cttw']"
146,145,10,145_dune_reviews_description_adventure,"['dune', 'reviews', 'description', 'adventure', 'full', 'herberts', 'drannor', 'read', 'spice', 'fremen']"
147,146,10,146_viewed_visitorinterior_posted_june,"['viewed', 'visitorinterior', 'posted', 'june', 'myboxlivecom', 'site', 'over', 'by', 'da', 'elgroomcom']"
148,147,10,147_tournament_league_rule_baseball,"['tournament', 'league', 'rule', 'baseball', 'mandatory', 'helmet', 'bats', 'lana', 'umpire', 'twain']"
